"";"objectid";"n_outliers";"dom.min";"dom.mean";"dom.sd";"dom.max";"aspect.N";"aspect.NO";"aspect.O";"aspect.SO";"aspect.S";"aspect.SW";"aspect.W";"aspect.NW";"aspect.unb";"neig_flach";"neig_schraeg";"inclined.unb";"eign.nicht";"eign.wenig_2040";"eign.wenig_2020";"eign.geeignet";"eign.gut";"eign.sehr_gut";"eign.unb";"n_poss_modules";"e_pv_2020_high";"e_st_2020_high";"e_pv_2040_high";"e_st_2040_high";"e_pv_2020_low";"e_st_2020_low";"e_pv_2040_low";"e_st_2040_low"
"107";2082398;1;437,100463867188;440,507179623558;1,09090681892757;443,120025634766;1;4;6;4;1;0;27;1;40;7;37;40;0;6;5;17;51;5;0;26;9,828;21,84;10,584;23,52;7,056;15,68;7,056;15,68
"108";2082400;0;435,964813232422;437,580703008743;0,965589088983227;439,386047363281;0;0;25;0;1;2;8;2;46;3;35;46;3;5;4;8;53;11;0;25,3333333333333;9,576;21,28;10,206;22,68;8,064;17,92;8,064;17,92
"109";2082401;0;438,928894042969;439,716807620626;0,44668155688893;441,156219482422;0;1;21;2;1;1;12;0;33;4;34;33;0;0;0;3;61;7;0;23,6666666666667;8,946;19,88;8,946;19,88;8,568;19,04;8,568;19,04
"110";2082402;0;437,414611816406;442,219399111114;1,86281249088703;445,586669921875;22;1;1;8;34;5;5;5;56;5;76;56;41;13;4;4;14;61;0;27,6666666666667;10,458;23,24;12,096;26,88;9,45;21;9,45;21
"111";2082403;0;439,425811767578;440,401506336457;0,632784250861833;441,758026123047;21;2;14;3;14;2;4;2;47;7;55;47;0;17;28;16;21;27;0;30,6666666666667;11,592;25,76;13,734;30,52;6,048;13,44;6,048;13,44
"112";2082406;9;442,019439697266;442,314254365437;0,427438376074897;446,26171875;8;7;38;5;4;14;44;7;66;113;14;66;2;4;2;7;58;120;0;62,3333333333333;23,562;52,36;24,066;53,48;22,428;49,84;22,428;49,84
"113";2082425;0;433,946258544922;434,238505970348;0,157109980437816;434,411071777344;0;0;0;0;0;0;0;0;11;0;0;11;1;1;6;3;0;0;0;3;1,134;2,52;1,26;2,8;0;0;0;0
"114";2082430;0;436,719604492188;439,828974509726;1,45173788651616;442,730651855469;9;0;1;2;8;3;1;0;25;0;24;25;13;5;1;6;18;6;0;10,3333333333333;3,906;8,68;4,536;10,08;3,024;6,72;3,024;6,72
"115";2082431;0;434,9189453125;435,18166809082;0,225054066860679;435,438720703125;0;0;0;0;0;0;0;0;10;0;0;10;0;0;0;2;8;0;0;3,33333333333333;1,26;2,8;1,26;2,8;1,008;2,24;1,008;2,24
"116";2082455;0;434,113464355469;434,2177734375;0,060770448106723;434,307952880859;4;0;0;0;0;0;0;0;14;4;0;14;0;0;3;15;0;0;0;6;2,268;5,04;2,268;5,04;0;0;0;0
"117";2082456;9;434,437530517578;438,575811700507;1,38206218738091;439,838684082031;25;2;1;1;14;0;0;5;43;10;38;43;0;2;9;36;12;32;0;29,6666666666667;11,214;24,92;11,466;25,48;5,544;12,32;5,544;12,32
"118";2082457;9;436,478942871094;436,98115175102;0,300694452175584;438,344665527344;193;14;8;6;4;7;7;19;123;217;41;123;0;8;45;51;261;16;0;124,333333333333;46,998;104,44;48,006;106,68;34,902;77,56;34,902;77,56
"119";2082458;4;434,667419433594;438,940872192383;2,69497744805768;445,971008300781;5;0;3;7;11;0;0;0;62;3;23;62;2;5;5;15;25;36;0;27;10,206;22,68;10,836;24,08;7,686;17,08;7,686;17,08
"120";2082459;0;434,448364257812;437,078744252523;1,98152506696069;439,902252197266;8;1;0;0;2;0;1;0;36;3;9;36;0;1;10;22;7;8;0;15,6666666666667;5,922;13,16;6,048;13,44;1,89;4,2;1,89;4,2
"121";2082461;0;436,185943603516;437,208198224994;0,583225547045068;438,467254638672;20;0;0;1;17;1;0;0;32;4;35;32;0;1;29;6;0;35;0;23,3333333333333;8,82;19,6;8,946;19,88;4,41;9,8;4,41;9,8
"122";2082465;0;434,555816650391;434,588700358073;0,0148005507133482;434,610107421875;0;0;0;5;2;3;0;0;20;10;0;20;8;18;4;0;0;0;0;1,33333333333333;0,504;1,12;2,772;6,16;0;0;0;0
"123";2082467;0;434,806976318359;434,818231756037;0,00831232756555748;434,835205078125;4;0;1;0;0;0;1;0;16;6;0;16;0;0;2;7;13;0;0;7,33333333333333;2,772;6,16;2,772;6,16;1,638;3,64;1,638;3,64
"124";2082475;0;434,498077392578;434,592227172852;0,0856673595187117;434,700012207031;0;0;0;0;0;0;0;0;10;0;0;10;0;0;0;0;8;2;0;3,33333333333333;1,26;2,8;1,26;2,8;1,26;2,8;1,26;2,8
"125";2082479;3;440,852508544922;442,762393917658;0,944134928021778;445,675598144531;11;13;6;8;3;7;5;8;52;1;60;52;2;12;29;16;20;34;0;33;12,474;27,72;13,986;31,08;6,804;15,12;6,804;15,12
"126";2082480;0;435,884582519531;438,485453527114;1,84980368325796;441,408874511719;5;1;15;0;0;2;7;1;54;7;24;54;1;6;16;30;28;4;0;26;9,828;21,84;10,584;23,52;4,032;8,96;4,032;8,96
"127";2082496;0;435,704315185547;437,700904660109;0,858548512749345;439,618408203125;0;3;4;0;1;3;3;0;27;1;13;27;0;0;5;11;21;4;0;13,6666666666667;5,166;11,48;5,166;11,48;3,15;7;3,15;7
"128";2082497;4;437,698272705078;439,655713630445;0,703775466734662;441,108581542969;2;1;0;3;4;0;0;0;23;1;9;23;0;0;8;3;2;20;0;11;4,158;9,24;4,158;9,24;2,772;6,16;2,772;6,16
"129";2082500;0;438,254150390625;440,76771111534;1,40386394531089;444,455444335938;23;20;57;12;29;28;30;16;98;10;205;98;0;17;47;99;76;74;0;98,6666666666667;37,296;82,88;39,438;87,64;18,9;42;18,9;42
"130";2082501;0;437,448547363281;438,219696869721;0,391313363335843;438,744567871094;0;1;10;0;0;0;4;0;22;1;14;22;0;0;0;5;30;2;0;12,3333333333333;4,662;10,36;4,662;10,36;4,032;8,96;4,032;8,96
"131";2082508;0;435,922393798828;437,419057455408;0,970778332379349;439,292449951172;0;1;16;1;0;0;17;0;48;3;32;48;0;0;2;9;53;19;0;27,6666666666667;10,458;23,24;10,458;23,24;9,072;20,16;9,072;20,16
"132";2082509;0;442,161499023438;445,280243052033;1,55104974342602;447,397216796875;25;17;25;25;26;17;18;12;66;49;116;66;41;19;13;20;54;84;0;57;21,546;47,88;23,94;53,2;17,388;38,64;17,388;38,64
"133";2082512;0;434,52880859375;439,67962433571;4,01479114967769;446,296844482422;7;3;2;0;10;0;7;2;55;3;28;55;17;11;4;15;18;21;0;19,3333333333333;7,308;16,24;8,694;19,32;4,914;10,92;4,914;10,92
"134";2082513;0;434,807373046875;438,440162976583;3,27283585339704;443,289611816406;14;2;4;2;7;3;0;1;63;3;30;63;4;17;13;21;14;27;0;25;9,45;21;11,592;25,76;5,166;11,48;5,166;11,48
"135";2082519;0;435,377105712891;439,16841724537;3,07810772045767;444,030639648438;55;2;0;1;10;3;11;9;44;15;76;44;31;25;23;25;7;24;0;26,3333333333333;9,954;22,12;13,104;29,12;3,906;8,68;3,906;8,68
"136";2082527;0;436,251739501953;436,812764813823;0,389445323746955;437,728851318359;5;1;0;0;0;0;0;3;22;5;4;22;0;1;3;12;14;1;0;10;3,78;8,4;3,906;8,68;1,89;4,2;1,89;4,2
"137";2082530;6;433,525756835938;438,482281449912;1,50227535067878;440,869110107422;1;1;53;0;7;3;24;0;49;8;81;49;1;0;2;23;89;23;0;45,6666666666667;17,262;38,36;17,262;38,36;14,112;31,36;14,112;31,36
"138";2082532;0;436,353363037109;437,772807728161;0,622714196509913;439,37841796875;3;0;1;2;4;0;1;2;42;7;6;42;12;10;1;1;3;28;0;11;4,158;9,24;5,418;12,04;3,906;8,68;3,906;8,68
"139";2082533;0;434,799102783203;436,39728345369;1,04187171370356;438,287658691406;0;0;12;0;0;1;1;2;22;1;15;22;0;0;3;22;9;4;0;12,6666666666667;4,788;10,64;4,788;10,64;1,638;3,64;1,638;3,64
"140";2082537;5;435,278717041016;441,484230695452;1,39860316278092;442,848815917969;2;3;10;3;1;3;6;0;42;8;20;42;0;1;3;3;31;32;0;23;8,694;19,32;8,82;19,6;7,938;17,64;7,938;17,64
"141";2082548;0;434,422241210938;434,972505696615;0,25739704896234;435,293884277344;0;0;0;0;0;0;0;0;15;0;0;15;0;0;0;11;4;0;0;5;1,89;4,2;1,89;4,2;0,504;1,12;0,504;1,12
"142";2082549;0;434,114929199219;434,494377367424;0,194904395899327;434,834777832031;0;2;6;0;1;0;0;1;23;5;5;23;0;0;1;14;16;2;0;11;4,158;9,24;4,158;9,24;2,268;5,04;2,268;5,04
"143";2082551;0;440,835388183594;442,64630333153;0,96172701847364;444,2607421875;0;0;21;0;0;0;16;0;37;1;36;37;0;0;0;0;64;10;0;24,6666666666667;9,324;20,72;9,324;20,72;9,324;20,72;9,324;20,72
"144";2082552;0;427,787780761719;433,083073656487;3,01211737577664;435,788269042969;13;6;22;12;23;11;15;4;59;22;84;59;4;5;22;45;53;36;0;52;19,656;43,68;20,286;45,08;11,214;24,92;11,214;24,92
"145";2082554;0;439,411895751953;441,600801101839;1,24648129044306;444,365356445312;24;1;1;2;23;0;1;4;43;2;54;43;21;24;1;4;2;47;0;18;6,804;15,12;9,828;21,84;6,174;13,72;6,174;13,72
"146";2082555;3;438,560302734375;438,807007952434;0,485035873739305;442,523010253906;23;1;0;1;19;2;1;1;34;45;3;34;0;1;14;59;8;0;0;27;10,206;22,68;10,332;22,96;1,008;2,24;1,008;2,24
"147";2082557;0;439,106506347656;441,339898202934;1,22904619278275;444,205657958984;24;3;1;5;21;0;0;4;44;2;56;44;13;30;7;4;5;43;0;19,6666666666667;7,434;16,52;11,214;24,92;6,048;13,44;6,048;13,44
"148";2082558;0;434,073822021484;434,361273871528;0,168744389737006;434,642364501953;0;0;4;0;0;0;3;0;20;4;3;20;0;0;0;7;20;0;0;9;3,402;7,56;3,402;7,56;2,52;5,6;2,52;5,6
"149";2082563;0;425,401550292969;425,531553071121;0,074536086532678;425,648590087891;0;2;5;0;0;0;0;0;22;7;0;22;0;0;0;23;6;0;0;9,66666666666666;3,654;8,12;3,654;8,12;0,756;1,68;0,756;1,68
"150";2082567;0;424,834106445312;424,977589416504;0,103756560414887;425,139465332031;0;0;0;0;0;0;6;0;14;6;0;14;0;0;0;0;20;0;0;6,66666666666667;2,52;5,6;2,52;5,6;2,52;5,6;2,52;5,6
"151";2082570;0;436,140930175781;438,467498779297;1,12185103805058;440,344635009766;1;32;2;0;0;1;1;0;58;3;34;58;0;3;46;16;5;25;0;30,6666666666667;11,592;25,76;11,97;26,6;3,78;8,4;3,78;8,4
"152";2082572;0;436,073577880859;437,340690805131;0,706922300132589;438,937652587891;11;1;1;19;9;0;0;19;59;4;56;59;1;22;26;7;11;52;0;32;12,096;26,88;14,868;33,04;7,938;17,64;7,938;17,64
"153";2082573;7;428,818725585938;430,668402279125;0,523069410523627;431,447479248047;5;0;0;1;1;1;2;1;23;8;3;23;0;3;2;1;16;12;0;10,3333333333333;3,906;8,68;4,284;9,52;3,528;7,84;3,528;7,84
"154";2082575;3;429,181457519531;431,713468143858;0,49327892497965;433,397491455078;2;1;13;28;1;0;9;25;66;24;55;66;3;1;8;27;40;66;0;47;17,766;39,48;17,892;39,76;13,356;29,68;13,356;29,68
"155";2082576;7;428,56689453125;430,616249084473;0,536233121533311;430,950805664062;4;0;0;1;0;0;0;5;26;9;1;26;1;3;3;5;15;9;0;10,6666666666667;4,032;8,96;4,41;9,8;3,024;6,72;3,024;6,72
"156";2082602;1;427,875213623047;431,907532823887;1,93023848895624;439,062225341797;7;23;25;137;8;7;6;128;165;28;313;165;7;17;160;73;76;173;0;160,666666666667;60,732;134,96;62,874;139,72;31,374;69,72;31,374;69,72
"157";2082603;1;426,606353759766;427,132252412684;0,350115602680592;428,161987304688;0;0;2;0;0;0;0;0;15;2;0;15;0;0;4;13;0;0;0;5,66666666666667;2,142;4,76;2,142;4,76;0;0;0;0
"158";2082604;3;433,208221435547;439,199352465178;1,30433471397608;440,7138671875;1;10;10;0;1;7;3;0;44;4;28;44;7;2;0;11;32;24;0;22,3333333333333;8,442;18,76;8,694;19,32;7,056;15,68;7,056;15,68
"159";2082608;4;433,540588378906;438,211442156536;1,18657816061099;440,421295166016;25;4;7;10;6;2;12;4;53;6;64;53;0;5;40;19;24;35;0;39,3333333333333;14,868;33,04;15,498;34,44;7,434;16,52;7,434;16,52
"160";2082609;6;433,348388671875;434,500831340921;2,49690069673795;443,256988525391;0;0;1;6;1;0;0;0;21;5;3;21;0;0;4;15;8;2;0;9,66666666666666;3,654;8,12;3,654;8,12;1,26;2,8;1,26;2,8
"161";2082610;0;428,633514404297;430,396352594549;0,769753403510548;432,04638671875;1;10;1;0;2;19;1;0;54;2;32;54;0;0;3;8;37;40;0;29,3333333333333;11,088;24,64;11,088;24,64;9,702;21,56;9,702;21,56
"162";2082612;0;429,651763916016;431,452274717134;0,928204356778491;434,218353271484;2;1;2;15;5;3;0;18;41;2;44;41;2;27;8;4;6;40;0;19,3333333333333;7,308;16,24;10,71;23,8;5,796;12,88;5,796;12,88
"163";2082613;2;439,212188720703;441,27560043335;1,23717499338194;445,330627441406;6;2;1;3;8;1;1;4;30;0;26;30;12;10;4;5;2;23;0;11,3333333333333;4,284;9,52;5,544;12,32;3,15;7;3,15;7
"164";2082615;0;427,665191650391;432,30235954684;1,46702511168524;435,246856689453;29;164;6;41;13;176;16;45;236;37;453;236;20;38;209;84;82;293;0;222,666666666667;84,168;187,04;88,956;197,68;47,25;105;47,25;105
"165";2082617;1;435,567626953125;438,472909458148;1,91353340981393;443,396606445312;70;67;159;108;136;80;155;83;394;588;270;394;11;37;61;160;546;437;0;401,333333333333;151,704;337,12;156,366;347,48;123,858;275,24;123,858;275,24
"166";2082618;0;435,458984375;435,778407655913;0,152168135092025;435,991851806641;0;0;0;0;0;0;0;0;29;0;0;29;0;0;0;0;23;6;0;9,66666666666666;3,654;8,12;3,654;8,12;3,654;8,12;3,654;8,12
"167";2082620;0;437,315460205078;438,448147909982;0,596194967455003;440,090728759766;0;3;12;0;0;3;7;0;31;3;22;31;0;1;1;19;32;3;0;18,3333333333333;6,93;15,4;7,056;15,68;4,41;9,8;4,41;9,8
"168";2082635;0;436,710968017578;438,938659667969;1,09854378635741;441,740478515625;6;10;15;4;7;7;6;9;62;1;63;62;5;20;18;27;20;36;0;33,6666666666667;12,726;28,28;15,246;33,88;7,056;15,68;7,056;15,68
"169";2082641;0;431,125701904297;432,434085172765;0,786404214959424;434,0283203125;20;0;1;4;7;2;1;0;33;2;33;33;0;23;11;0;9;25;0;15;5,67;12,6;8,568;19,04;4,284;9,52;4,284;9,52
"170";2082643;9;430,818237304688;436,821856054929;1,08749493710885;440,175354003906;7;51;12;9;9;26;9;5;74;18;110;74;0;3;11;73;77;38;0;66,3333333333333;25,074;55,72;25,452;56,56;14,49;32,2;14,49;32,2
"171";2082644;9;432,498596191406;440,651561015361;2,68695071710772;443,404602050781;1;12;4;3;2;8;2;1;41;2;31;41;1;10;12;11;14;26;0;21;7,938;17,64;9,198;20,44;5,04;11,2;5,04;11,2
"172";2082647;6;438,048156738281;440,678875338647;0,844551481767069;441,484954833984;15;3;6;0;8;0;1;1;28;12;22;28;0;2;5;19;16;20;0;20;7,56;16,8;7,812;17,36;4,536;10,08;4,536;10,08
"173";2082650;45;442,108123779297;445,765627646933;0,930094726313788;447,363677978516;18;17;19;17;16;8;28;11;62;64;70;62;21;11;12;22;61;69;0;54,6666666666667;20,664;45,92;22,05;49;16,38;36,4;16,38;36,4
"174";2082651;1;436,404296875;438,184085083008;1,20422800653962;442,818481445312;3;2;13;0;0;2;2;2;46;3;21;46;5;2;5;9;34;15;0;21;7,938;17,64;8,19;18,2;6,174;13,72;6,174;13,72
"175";2082656;0;437,954772949219;439,782809986788;1,00094268584536;442,000793457031;0;1;12;0;0;0;12;0;26;0;25;26;0;2;3;29;14;3;0;16,3333333333333;6,174;13,72;6,426;14,28;2,142;4,76;2,142;4,76
"176";2082657;0;434,967864990234;435,256505330404;0,186749816642057;435,636627197266;1;1;0;1;1;1;1;0;24;5;1;24;0;0;2;16;12;0;0;10;3,78;8,4;3,78;8,4;1,512;3,36;1,512;3,36
"177";2082658;0;435,074371337891;437,839679202518;1,89648519558393;441,839477539062;2;6;10;2;1;0;8;2;43;3;28;43;3;5;19;25;18;4;0;22;8,316;18,48;8,946;19,88;2,772;6,16;2,772;6,16
"178";2082659;0;427,759063720703;429,429457954738;0,852101139236702;431,796966552734;22;2;0;7;13;2;0;2;44;4;44;44;0;37;5;2;10;38;0;18,3333333333333;6,93;15,4;11,592;25,76;6,048;13,44;6,048;13,44
"179";2082665;0;436,956176757812;438,841474207436;0,983311743892122;440,609252929688;2;1;23;0;1;1;17;1;36;0;46;36;1;4;9;29;28;11;0;25,6666666666667;9,702;21,56;10,206;22,68;4,914;10,92;4,914;10,92
"180";2082678;16;436,008666992188;440,182687723412;1,56581457137521;442,173278808594;21;7;7;6;12;0;0;3;50;9;47;50;5;6;13;36;14;32;0;31,6666666666667;11,97;26,6;12,726;28,28;5,796;12,88;5,796;12,88
"181";2082679;0;434,694671630859;435,498645019531;0,461398722068466;436,198699951172;0;0;0;0;0;0;0;0;20;0;0;20;4;6;9;1;0;0;0;3,33333333333333;1,26;2,8;2,016;4,48;0;0;0;0
"182";2082684;87;436,008728027344;440,92151704946;1,83805225125699;443,342498779297;19;7;37;36;20;24;22;27;74;107;85;74;5;16;32;23;149;41;0;81,6666666666667;30,87;68,6;32,886;73,08;23,94;53,2;23,94;53,2
"183";2082685;0;441,000671386719;442,548810958862;0,859505918617239;444,337280273438;1;2;19;6;1;1;15;3;32;6;42;32;0;1;4;12;53;10;0;26,3333333333333;9,954;22,12;10,08;22,4;7,938;17,64;7,938;17,64
"184";2082686;0;435,677947998047;436,099061385445;0,259472966742681;436,483978271484;5;0;0;0;1;0;0;1;16;3;4;16;0;1;10;8;4;0;0;7,33333333333333;2,772;6,16;2,898;6,44;0,504;1,12;0,504;1,12
"185";2082687;3;435,782501220703;439,073782976936;1,08933491237684;441,559814453125;0;0;17;1;0;1;6;0;43;5;20;43;5;0;5;21;32;5;0;21;7,938;17,64;7,938;17,64;4,662;10,36;4,662;10,36
"186";2082703;0;437,225616455078;438,442356109619;0,798844180014226;439,787841796875;0;0;6;0;0;0;6;0;20;0;12;20;0;0;0;8;22;2;0;10,6666666666667;4,032;8,96;4,032;8,96;3,024;6,72;3,024;6,72
"187";2082704;0;440,689758300781;442,867253577191;0,896016174808131;445,078308105469;3;1;17;5;1;10;17;11;50;6;59;50;1;7;13;25;48;21;0;35,6666666666667;13,482;29,96;14,364;31,92;8,694;19,32;8,694;19,32
"188";2082706;0;436,591949462891;440,672097342355;1,97023319386395;442,925018310547;0;0;10;0;0;0;6;0;26;3;13;26;0;0;3;13;21;5;0;14;5,292;11,76;5,292;11,76;3,276;7,28;3,276;7,28
"189";2082707;0;439,464935302734;442,4942746117;1,38444746979769;445,086151123047;0;6;119;4;0;4;109;1;72;6;237;72;0;3;9;64;213;26;0;104;39,312;87,36;39,69;88,2;30,114;66,92;30,114;66,92
"190";2082708;0;436,004058837891;438,579290927985;1,93267255796412;441,314056396484;1;0;4;0;1;1;1;0;31;1;7;31;0;0;2;16;18;3;0;13;4,914;10,92;4,914;10,92;2,646;5,88;2,646;5,88
"191";2082709;37;426,851165771484;434,532849486088;1,45918625144872;437,372528076172;36;23;43;11;43;13;37;18;77;73;151;77;24;8;12;23;106;128;0;89,6666666666667;33,894;75,32;34,902;77,56;29,484;65,52;29,484;65,52
"192";2082714;0;434,677032470703;437,967479201983;1,77449157750001;440,953125;0;2;10;0;0;0;4;0;37;0;16;37;0;4;13;28;8;0;0;16,3333333333333;6,174;13,72;6,678;14,84;1,008;2,24;1,008;2,24
"193";2082715;0;434,435211181641;438,012860314321;1,61536474624028;440,617736816406;0;0;12;0;0;0;11;1;35;3;21;35;0;0;2;39;13;5;0;19,6666666666667;7,434;16,52;7,434;16,52;2,268;5,04;2,268;5,04
"194";2082717;0;436,491760253906;439,483633422852;1,17581750640843;441,577575683594;33;3;1;3;18;0;0;8;54;4;62;54;1;10;44;12;12;41;0;36,3333333333333;13,734;30,52;14,994;33,32;6,678;14,84;6,678;14,84
"195";2082718;0;436,109283447266;437,60537504814;0,978277569053544;439,510498046875;0;0;16;1;0;0;10;0;44;2;25;44;0;0;2;5;52;12;0;23,6666666666667;8,946;19,88;8,946;19,88;8,064;17,92;8,064;17,92
"196";2082720;0;431,480194091797;433,380541862325;1,06924534934554;435,590240478516;1;0;6;4;0;0;3;3;30;0;17;30;0;4;13;19;8;3;0;14,3333333333333;5,418;12,04;5,922;13,16;1,386;3,08;1,386;3,08
"197";2082722;0;435,775177001953;437,572480574898;1,03935306746511;440,103485107422;0;4;17;1;0;1;7;1;38;0;31;38;1;0;0;9;48;11;0;22,6666666666667;8,568;19,04;8,568;19,04;7,434;16,52;7,434;16,52
"198";2082725;0;438,102294921875;439,514442309999;0,822004226106016;441,334381103516;20;3;14;0;7;1;4;8;57;7;50;57;1;10;27;26;22;28;0;34,3333333333333;12,978;28,84;14,238;31,64;6,3;14;6,3;14
"199";2082728;16;433,653228759766;438,658621316428;2,38709483495406;441,753234863281;11;6;2;7;8;3;3;5;46;4;41;46;4;14;16;18;10;29;0;24,3333333333333;9,198;20,44;10,962;24,36;4,914;10,92;4,914;10,92
"200";2082731;1;436,788116455078;437,743583025251;0,605004368866506;439,963195800781;2;5;16;3;1;0;0;0;43;2;25;43;0;1;4;11;44;10;0;23;8,694;19,32;8,82;19,6;6,804;15,12;6,804;15,12
"201";2082732;0;440,015319824219;442,099543457031;1,00688126794773;443,910552978516;14;1;1;1;6;2;0;0;25;2;23;25;1;21;5;1;1;21;0;9,33333333333333;3,528;7,84;6,174;13,72;2,772;6,16;2,772;6,16
"202";2082733;0;437,59716796875;440,703335507711;1,93798315356462;445,257171630859;110;2;0;21;131;21;28;50;117;12;351;117;69;102;29;23;40;217;0;103;38,934;86,52;51,786;115,08;32,382;71,96;32,382;71,96
"203";2082735;0;438,862579345703;440,298354640152;0,67429761093532;441,116302490234;0;0;10;0;0;0;0;0;23;0;10;23;0;0;1;16;15;1;0;11;4,158;9,24;4,158;9,24;2,016;4,48;2,016;4,48
"204";2082742;14;434,026062011719;438,812408843598;2,2427378422361;441,548828125;7;0;13;1;1;1;16;1;37;5;35;37;9;4;5;5;45;9;0;21,3333333333333;8,064;17,92;8,568;19,04;6,804;15,12;6,804;15,12
"205";2082745;1;438,902557373047;439,871784819654;0,552695475761881;441,733795166016;49;14;9;3;2;0;3;9;80;48;41;80;0;0;10;22;128;9;0;56,3333333333333;21,294;47,32;21,294;47,32;17,262;38,36;17,262;38,36
"206";2082746;9;434,068389892578;437,11816341319;1,29652807435539;438,97119140625;15;6;11;2;10;1;1;4;44;6;44;44;0;4;24;24;12;30;0;30;11,34;25,2;11,844;26,32;5,292;11,76;5,292;11,76
"207";2082750;0;436,843719482422;438,744989162538;1,06884964695906;441,010620117188;18;2;1;1;8;4;4;4;40;2;40;40;24;11;2;9;8;28;0;15,6666666666667;5,922;13,16;7,308;16,24;4,536;10,08;4,536;10,08
"208";2082752;0;435,211364746094;439,882788249425;1,52096999013695;441,991119384766;4;2;3;4;40;3;0;2;54;6;52;54;1;9;7;6;16;73;0;34;12,852;28,56;13,986;31,08;11,214;24,92;11,214;24,92
"209";2082753;0;432,041412353516;433,753651521644;0,901407598318371;435,381011962891;0;0;15;0;0;1;9;0;24;0;25;24;1;4;10;26;8;0;0;14,6666666666667;5,544;12,32;6,048;13,44;1,008;2,24;1,008;2,24
"210";2082795;0;435,523559570312;438,131409409467;1,80036488340016;440,810302734375;10;2;10;0;1;0;10;0;52;10;23;52;0;3;12;17;36;17;0;27,3333333333333;10,332;22,96;10,71;23,8;6,678;14,84;6,678;14,84
"211";2082797;0;433,163269042969;437,940708271201;2,0786962082489;442,126953125;22;42;16;19;7;8;12;31;84;4;153;84;26;43;56;27;50;39;0;57,3333333333333;21,672;48,16;27,09;60,2;11,214;24,92;11,214;24,92
"212";2082803;17;434,283721923828;436,151910540701;2,27751717265975;443,037994384766;0;0;21;9;7;9;5;0;36;25;26;36;0;1;5;41;36;4;0;28,6666666666667;10,836;24,08;10,962;24,36;5,04;11,2;5,04;11,2
"213";2082807;0;433,429046630859;433,529793187192;0,0641597490074408;433,628082275391;0;1;1;0;0;0;0;0;17;2;0;17;0;0;1;7;11;0;0;6,33333333333333;2,394;5,32;2,394;5,32;1,386;3,08;1,386;3,08
"214";2082809;0;435,530059814453;439,655279187189;2,18365157643442;443,372283935547;4;38;27;17;2;27;18;15;128;8;140;128;2;25;30;71;77;71;0;83;31,374;69,72;34,524;76,72;18,648;41,44;18,648;41,44
"215";2082837;2;427,856658935547;427,958134651184;0,183320591245244;428,857055664062;0;0;0;0;1;2;5;0;24;6;2;24;0;0;0;1;7;24;0;10,6666666666667;4,032;8,96;4,032;8,96;3,906;8,68;3,906;8,68
"216";2082850;1;427,655731201172;428,224234232088;0,353988748072384;429,79931640625;33;5;7;2;10;2;7;3;54;14;55;54;0;0;1;38;42;42;0;41;15,498;34,44;15,498;34,44;10,584;23,52;10,584;23,52
"217";2082851;0;428,368041992188;430,468990663939;1,14085506196977;432,809875488281;0;6;17;0;0;5;11;0;40;1;38;40;0;1;13;25;35;5;0;26;9,828;21,84;9,954;22,12;5,04;11,2;5,04;11,2
"218";2082856;0;434,28759765625;434,424330767463;0,0810679689964605;434,539276123047;4;0;0;0;0;0;0;0;13;4;0;13;0;0;0;0;17;0;0;5,66666666666667;2,142;4,76;2,142;4,76;2,142;4,76;2,142;4,76
"219";2082857;0;434,864898681641;437,91368560791;1,36108867412657;440,106689453125;15;2;5;2;20;1;0;4;51;3;46;51;1;24;15;9;5;46;0;25;9,45;21;12,474;27,72;6,426;14,28;6,426;14,28
"220";2082858;0;438,324127197266;439,505906786237;0,695844583012495;441,392303466797;4;17;4;11;8;2;8;9;49;1;62;49;5;4;11;22;32;38;0;34,3333333333333;12,978;28,84;13,482;29,96;8,82;19,6;8,82;19,6
"221";2082860;0;432,490356445312;440,193196868897;3,68856361094318;444,193542480469;24;3;1;1;18;5;6;4;58;9;53;58;16;34;9;19;4;38;0;23,3333333333333;8,82;19,6;13,104;29,12;5,292;11,76;5,292;11,76
"222";2082861;0;435,107116699219;439,877975296188;3,4986969086282;445,242919921875;12;3;12;4;7;1;0;1;51;0;40;51;26;18;23;4;2;18;0;15,6666666666667;5,922;13,16;8,19;18,2;2,52;5,6;2,52;5,6
"223";2082863;0;434,857635498047;440,431939614786;3,24325533296515;445,047973632812;14;1;2;1;11;0;0;2;43;2;29;43;14;10;13;8;4;25;0;16,6666666666667;6,3;14;7,56;16,8;3,654;8,12;3,654;8,12
"224";2082865;9;434,162109375;440,075506491739;1,82892954987008;442,136535644531;0;3;3;0;0;2;10;2;41;0;20;41;0;1;2;22;19;17;0;20;7,56;16,8;7,686;17,08;4,536;10,08;4,536;10,08
"225";2082867;2;439,185821533203;441,446938189338;0,852024278677346;443,506896972656;0;3;17;4;3;4;14;3;37;2;46;37;0;2;5;18;45;15;0;27,6666666666667;10,458;23,24;10,71;23,8;7,56;16,8;7,56;16,8
"226";2082868;2;437,704742431641;438,979884011405;0,907532149733184;443,214996337891;2;3;7;1;0;5;8;2;28;5;23;28;9;15;23;9;0;0;0;10,6666666666667;4,032;8,96;5,922;13,16;0;0;0;0
"227";2082870;0;434,498016357422;441,165450152229;3,27909264258478;445,230010986328;12;2;0;3;5;3;0;1;42;1;25;42;19;12;9;3;7;18;0;12,3333333333333;4,662;10,36;6,174;13,72;3,15;7;3,15;7
